Graph Name,Source,Captive,Edge_weight,Interaction_type,Data_collection,Species,Data_duration_days,Mammal?,Time_resolution_secs,Citation
mammalia_baboon_grooming_group13,NR,No,Frequency,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Yes,Focal_follow,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high_ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107_113."
mammalia_baboon_grooming_group14,NR,No,Frequency,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Yes,Focal_follow,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high_ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107_113."
mammalia_baboon_grooming_group15,NR,No,Frequency,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Yes,Focal_follow,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high_ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107_113."
mammalia_baboon_grooming_group16,NR,No,Frequency,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Yes,Focal_follow,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high_ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107_113."
mammalia_baboon_grooming_group17,NR,No,Frequency,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Yes,Focal_follow,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high_ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107_113."
mammalia_baboon_grooming_group18,NR,No,Frequency,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Yes,Focal_follow,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high_ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107_113."
mammalia_baboon_grooming_group19,NR,No,Frequency,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Yes,Focal_follow,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high_ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107_113."
mammalia_baboon_grooming_group20,NR,No,Frequency,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Yes,Focal_follow,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high_ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107_113."
mammalia_baboon_grooming_group21,NR,No,Frequency,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Yes,Focal_follow,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high_ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107_113."
mammalia_baboon_grooming_group22,NR,No,Frequency,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Yes,Focal_follow,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high_ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107_113."
mammalia_baboon_grooming_group23,NR,No,Frequency,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Yes,Focal_follow,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high_ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107_113."
mammalia_baboon_grooming_group24,NR,No,Frequency,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Yes,Focal_follow,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high_ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107_113."
mammalia_baboon_grooming_group25,NR,No,Frequency,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Yes,Focal_follow,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high_ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107_113."
mammalia_baboon_grooming_group26,NR,No,Frequency,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Yes,Focal_follow,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high_ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107_113."
mammalia_baboon_grooming_group27,NR,No,Frequency,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Yes,Focal_follow,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high_ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107_113."
mammalia_baboon_grooming_group28,NR,No,Frequency,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Yes,Focal_follow,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high_ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107_113."
mammalia_baboon_grooming_group29,NR,No,Frequency,Spatial_proximity,focal_sampling,Papio_cynocephalus,30,Yes,Focal_follow,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high_ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107_113."
mammalia_bat_roosting_indiana,NR,No,Unweighted,Social_projection_bipartite,RFID,Myotis_sodalis,365,Yes,Fine,"Silvis, Alexander, et al. ""Roosting and foraging social structure of the endangered Indiana bat (Myotis sodalis)."" PloS one 9.5 (2014): e96937."
mammalia_bison_dominance,NR,Semi_ranging,Frequency,Dominance,survey_scan,Bison_bison,60,Yes,Very_fine,"Dale F Lott. Dominance relations and breeding rate in mature male American bison. Zeitschrift Tierpsychologie, 49(4):418_432, 1979."
mammalia_cattle_dominance,NR,Semi_ranging,Frequency,Dominance,survey_scan,Bos_taurus,NA,Yes,Very_fine,"Martin W. Schein and Milton H. Fohrman. Social dominance relationships in a herd of dairy cattle. The British J. of Animal Behaviour, 3(2):45_55, 1955."
mammalia_dolphin_florida_forage,NR,No,Frequency,Spatial_proximity,survey_scan,Tursiops_truncatus,124,Yes,Fine,"Gazda, Stefanie, et al. ""The importance of delineating networks by activity type in bottlenose dolphins (Tursiops truncatus) in Cedar Key, Florida."" Royal Society open science 2.3 (2015): 140263."
mammalia_dolphin_florida_overall,NR,No,Frequency,Spatial_proximity,survey_scan,Tursiops_truncatus,124,Yes,Fine,"Gazda, Stefanie, et al. ""The importance of delineating networks by activity type in bottlenose dolphins (Tursiops truncatus) in Cedar Key, Florida."" Royal Society open science 2.3 (2015): 140263."
mammalia_dolphin_florida_social,NR,No,Frequency,Spatial_proximity,survey_scan,Tursiops_truncatus,124,Yes,Fine,"Gazda, Stefanie, et al. ""The importance of delineating networks by activity type in bottlenose dolphins (Tursiops truncatus) in Cedar Key, Florida."" Royal Society open science 2.3 (2015): 140263."
mammalia_dolphin_floridatravel,NR,No,Frequency,Spatial_proximity,survey_scan,Tursiops_truncatus,124,Yes,Fine,"Gazda, Stefanie, et al. ""The importance of delineating networks by activity type in bottlenose dolphins (Tursiops truncatus) in Cedar Key, Florida."" Royal Society open science 2.3 (2015): 140263."
mammalia_dolphin_social,NR,No,Frequency,Spatial_proximity,survey_scan,Tursiops_truncatus,594,Yes,NA,"Lusseau, David, et al. ""The bottlenose dolphin community of Doubtful Sound features a large proportion of long_lasting associations."" Behavioral Ecology and Sociobiology 54.4 (2003): 396_405."
mammalia_elephantseal_2010_2011,NR,No,Frequency,Dominance,survey_scan,Mirounga_angustirostris,69,Yes,Focal_follow,"Casey, Caroline, et al. ""Rival assessment among northern elephant seals: evidence of associative learning during male–male contests."" Royal Society open science 2.8 (2015): 150228."
mammalia_elephantseal_2010_2012_peidras,NR,No,Frequency,Dominance,survey_scan,Mirounga_angustirostris,69,Yes,Focal_follow,"Casey, Caroline, et al. ""Rival assessment among northern elephant seals: evidence of associative learning during male–male contests."" Royal Society open science 2.8 (2015): 150228."
mammalia_elephantseal_2011_2012,NR,No,Frequency,Dominance,survey_scan,Mirounga_angustirostris,69,Yes,Focal_follow,"Casey, Caroline, et al. ""Rival assessment among northern elephant seals: evidence of associative learning during male–male contests."" Royal Society open science 2.8 (2015): 150228."
mammalia_elephantseal_2012_2013,NR,No,Frequency,Dominance,survey_scan,Mirounga_angustirostris,69,Yes,Focal_follow,"Casey, Caroline, et al. ""Rival assessment among northern elephant seals: evidence of associative learning during male–male contests."" Royal Society open science 2.8 (2015): 150228."
mammalia_hyena_networka,NR,No,Twice_weight_index,Group_membership,survey_scan,Crocuta_crocuta,64,Yes,Intermediate,"Holekamp, Kay E., et al. ""Society, demography and genetic structure in the spotted hyena."" Molecular Ecology 21.3 (2012): 613_632."
mammalia_hyena_networkb,NR,No,Twice_weight_index,Group_membership,survey_scan,Crocuta_crocuta,64,Yes,Intermediate,"Holekamp, Kay E., et al. ""Society, demography and genetic structure in the spotted hyena."" Molecular Ecology 21.3 (2012): 613_632."
mammalia_hyena_networkc,NR,No,Twice_weight_index,Group_membership,survey_scan,Crocuta_crocuta,64,Yes,Intermediate,"Holekamp, Kay E., et al. ""Society, demography and genetic structure in the spotted hyena."" Molecular Ecology 21.3 (2012): 613_632."
mammalia_kangaroo_interactions,NR,No,Frequency,Spatial_proximity,survey_scan,Macropus_giganteus,NA,Yes,Focal_follow,"TR Grant. Dominance and association among members of a captive and a free_ranging group of grey kangaroos (Macropus giganteus). Animal Behaviour, 21(3):449_456, 1973"
mammalia_macaque_contact_sits,NR,Yes,Frequency,Physical_contact,survey_scan,Macaca_mulatta,1095,Yes,Intermediate,"Massen, Jorg JM, and Elisabeth HM Sterck. ""Stability and durability of intra_and intersex social bonds of captive rhesus macaques (Macaca mulatta)."" International Journal of Primatology 34.4 (2013): 770_791."
mammalia_macaque_dominance,NR,Semi_ranging,Frequency,Dominance,survey_scan,Macaca_fuscata,180,Yes,Focal_follow,"Takahata, Yukio. ""Diachronic changes in the dominance relations of adult female Japanese monkeys of the Arashiyama B group."" The monkeys of Arashiyama. State University of New York Press, Albany (1991): 123_139."
mammalia_macaque_grooming_bouts,NR,Yes,Frequency,Physical_contact,survey_scan,Macaca_mulatta,1095,Yes,Intermediate,"Massen, Jorg JM, and Elisabeth HM Sterck. ""Stability and durability of intra_and intersex social bonds of captive rhesus macaques (Macaca mulatta)."" International Journal of Primatology 34.4 (2013): 770_791."
mammalia_possum_burrow_sharing,NR,No,Frequency,Social_projection_bipartite,logger,Trichosurus_cunninghami,90,Yes,Very_fine,"Banks, Sam C., et al. ""Adaptive responses and disruptive effects: how major wildfire influences kinship‐based social interactions in a forest marsupial."" Molecular ecology 21.3 (2012): 673_684."
mammalia_primate_association_1,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association_10,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association_11,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association_12,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association_13,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association_14,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association_15,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association_16,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association_17,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association_18,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association_19,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association_2,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association_3,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association_4,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association_5,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association_6,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association_7,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association_8,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association_9,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_primate_association,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_1,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_10,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_11,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_12,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_13,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_14,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_15,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_16,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_17,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_18,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_19,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_2,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_20,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_21,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_22,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_23,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_24,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_25,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_26,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_27,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_28,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_29,NR,No,Frequency,Grooming,focal_sampling,Macaca_fuscata,90,Yes,Focal_follow,"Griffin, Randi H., and Charles L. Nunn. ""Community structure and the spread of infectious disease in primate social networks."" Evolutionary Ecology 26.4 (2012): 779_800."
mammalia_raccoon_proximity_3,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_30,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_31,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_32,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_33,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_34,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_35,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_36,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_37,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_38,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_39,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_4,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_40,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_41,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_42,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_43,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_44,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_45,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_46,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_47,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_48,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
mammalia_raccoon_proximity_49,NR,No,Duration,Spatial_proximity,logger,Procyon_lotor,7,Yes,Very_fine,"Reynolds, Jennifer JH, et al. ""Raccoon contact networks predict seasonal susceptibility to rabies outbreaks and limitations of vaccination."" Journal of Animal Ecology 84.6 (2015): 1720_1731."
